Species,Order,Family,Genus,EADDC,BDT C,UDT
Aphelinus spiraecolae,Hymenoptera,Aphelinidae,Aphelinus,311.19,6.77,
Aphelinus spiraecolae,Hymenoptera,Aphelinidae,Aphelinus,302.45,6.95,
Aphelinus varipes,Hymenoptera,Aphelinidae,Aphelinus,190.6,10.29,
Aphelinus varipes,Hymenoptera,Aphelinidae,Aphelinus,,10.3,
Aphytis chrysomphali,Hymenoptera,Aphelinidae,Aphytis,166.7,8.5,
Aphytis chrysomphali,Hymenoptera,Aphelinidae,Aphytis,278,8.4,
Aphytis chrysomphali,Hymenoptera,Aphelinidae,Aphytis,194.4,12.4,
Aphytis chrysomphali,Hymenoptera,Aphelinidae,Aphytis,284.6,4.6,
Aphytis lingnanensis,Hymenoptera,Aphelinidae,Aphytis,222.4,10,
Aphytis melinus,Hymenoptera,Aphelinidae,Aphytis,125,10.8,
Aphytis melinus,Hymenoptera,Aphelinidae,Aphytis,90.9,11,
Aphytis melinus,Hymenoptera,Aphelinidae,Aphytis,243.4,10.8,
Aphytis melinus,Hymenoptera,Aphelinidae,Aphytis,242.4,11,
Aphytis melinus,Hymenoptera,Aphelinidae,Aphytis,187.6,13.3,
Aphytis melinus,Hymenoptera,Aphelinidae,Aphytis,187.7,13.4,
Aphytis melinus,Hymenoptera,Aphelinidae,Aphytis,265.1,7.3,
Aphytis melinus,Hymenoptera,Aphelinidae,Aphytis,235.2,10.1,
Coccobius fulvus,Hymenoptera,Aphelinidae,Coccobius,374.8,11.5,
Coccobius fulvus,Hymenoptera,Aphelinidae,Coccobius,355.6,11.6,
Coccobius fulvus,Hymenoptera,Aphelinidae,Coccobius,373,11.5,
Encarsia citrina,Hymenoptera,Aphelinidae,Encarsia,425.21,8.73,
Encarsia formosa,Hymenoptera,Aphelinidae,Encarsia,207.4,13.3,
Encarsia formosa,Hymenoptera,Aphelinidae,Encarsia,188.9,12.8,
Encarsia formosa,Hymenoptera,Aphelinidae,Encarsia,241,12,
Encarsia perniciosi,Hymenoptera,Aphelinidae,Encarsia,520.1,5.2,
Encarsia perniciosi,Hymenoptera,Aphelinidae,Encarsia,399.3,8,
Encarsia perniciosi,Hymenoptera,Aphelinidae,Encarsia,366.2,9.1,
Encarsia tricolor,Hymenoptera,Aphelinidae,Encarsia,,,
Eretmocerus eremicus,Hymenoptera,Aphelinidae,Eretmocerus,417.3,5.44,
Eretmocerus eremicus,Hymenoptera,Aphelinidae,Eretmocerus,314.4,8.7,
Eretmocerus eremicus,Hymenoptera,Aphelinidae,Eretmocerus,366.8,6.1,
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,377.4,8.9,
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,373.1,9.4,
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,337.5,10.6,
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,267.9,12.4,
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,265.4,12.7,
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,240.2,13.2,
Marietta carnesi,Hymenoptera,Aphelinidae,Marietta,259,12.7,
Apis melifera,Hymenoptera,Apidae,Apis,, ,
Cephalonomia stephanoderis,Hymenoptera,Bethylidae,Cephalonomia,247.5,13.6,
Cephalonomia stephanoderis,Hymenoptera,Bethylidae,Cephalonomia,257.1,13.6,
Goniozus legneri,Hymenoptera,Bethylidae,Goniozus,159.4,14.2,
Prorops nasuta,Hymenoptera,Bethylidae,Prorops,294.5,11.46,
Scleroderma sichuanensis,Hymenoptera,Bethylidae,Scleroderma,, ,
Sclerodermus guani,Hymenoptera,Bethylidae,Sclerodermus,320.07,13.7,
Apanteles flavipes,Hymenoptera,Braconidae,Apanteles,286.1,10.9,
Apanteles fumiferanae,Hymenoptera,Braconidae,Apanteles,,,
Apanteles fumiferanae,Hymenoptera,Braconidae,Apanteles,, ,
Apanteles fumiferanae,Hymenoptera,Braconidae,Apanteles,, ,
Apanteles chilonis,Hymenoptera,Braconidae,Apanteles,254,11.4,
Apanteles scutellaris,Hymenoptera,Braconidae,Apanteles,179.7,14.3,
Apanteles sp. - group ultor,Hymenoptera,Braconidae,Apanteles,255.7,10,
Apanteles subadinus,Hymenoptera,Braconidae,Apanteles,242,11.4,
Aphidius colemani,Hymenoptera,Braconidae,Aphidius,238.1,2.19,
Aphidius colemani,Hymenoptera,Braconidae,Aphidius,238.09,2.36,
Aphidius colemani,Hymenoptera,Braconidae,Aphidius,217.39,4.3,
Aphidius colemani,Hymenoptera,Braconidae,Aphidius,235.2,1.5,
Aphidius colemani,Hymenoptera,Braconidae,Aphidius,201.6,4,
Aphidius ervi ervi,Hymenoptera,Braconidae,Aphidius,197,6,
Aphidius ervi ervi,Hymenoptera,Braconidae,Aphidius,198.1,6.2,
Aphidius ervi ervi,Hymenoptera,Braconidae,Aphidius,230,4.2,
Aphidius ervi ervi,Hymenoptera,Braconidae,Aphidius,333.7,3.2,
Aphidius ervi pulcher,Hymenoptera,Braconidae,Aphidius,216.7,4.9,
Aphidius ervi pulcher,Hymenoptera,Braconidae,Aphidius,188,6.1,
Aphidius gifuensis,Hymenoptera,Braconidae,Aphidius,, ,
Aphidius gifuensis,Hymenoptera,Braconidae,Aphidius,185,5.6,
Aphidius gifuensis,Hymenoptera,Braconidae,Aphidius,189.25,5.47,
Aphidius gifuensis,Hymenoptera,Braconidae,Aphidius,181.49,5.66,
Aphidius matricariae,Hymenoptera,Braconidae,Aphidius,317.3,1.4,
Aphidius matricariae,Hymenoptera,Braconidae,Aphidius,311,1.4,
Aphidius matricariae,Hymenoptera,Braconidae,Aphidius,273.1,4.5,
Aphidius matricariae,Hymenoptera,Braconidae,Aphidius,240,5,
Aphidius matricariae,Hymenoptera,Braconidae,Aphidius,162,7.9,
Aphidius matricariae,Hymenoptera,Braconidae,Aphidius,161.6,7.9,
Aphidius platensis,Hymenoptera,Braconidae,Aphidius,310.8,-0.2,
Aphidius smithi,Hymenoptera,Braconidae,Aphidius,199.4,5.4,
Aphidius smithi,Hymenoptera,Braconidae,Aphidius,180,6.1,
Aphidius smithi,Hymenoptera,Braconidae,Aphidius,172,4.8,
Aphidius sonchi,Hymenoptera,Braconidae,Aphidius,177.6,6.6,
Aphidius sonchi,Hymenoptera,Braconidae,Aphidius,167.8,7,
Bracon instabilis,Hymenoptera,Braconidae,Bracon,176.8,10.7,
Bracon instabilis,Hymenoptera,Braconidae,Bracon,191,11,
Bracon mellitor,Hymenoptera,Braconidae,Bracon,264.4,9.6,
Bracon mellitor,Hymenoptera,Braconidae,Bracon,205.5,11,
Cardiochiles nigriceps,Hymenoptera,Braconidae,Cardiochiles,384.4,13.5,
Cotesia flavipes,Hymenoptera,Braconidae,Cotesia,238.09,15,34.46
Cotesia flavipes,Hymenoptera,Braconidae,Cotesia,415.6,3.4,
Cotesia flavipes,Hymenoptera,Braconidae,Cotesia,409.9,3.6,
Cotesia glomeratus,Hymenoptera,Braconidae,Cotesia,, ,
Cotesia glomeratus,Hymenoptera,Braconidae,Cotesia,, ,
Cotesia orobenae,Hymenoptera,Braconidae,Cotesia,236.89,9.09,
Cotesia orobenae,Hymenoptera,Braconidae,Cotesia,262.79,9.98,
Cotesia plutellae,Hymenoptera,Braconidae,Cotesia,183.1,12.3,
Cotesia rubecula,Hymenoptera,Braconidae,Cotesia,, ,
Cotesia rubecula,Hymenoptera,Braconidae,Cotesia,, ,
Cotesia urabae,Hymenoptera,Braconidae,Cotesia,, ,
Cotesia urabae,Hymenoptera,Braconidae,Cotesia,, ,
Cotesia urabae,Hymenoptera,Braconidae,Cotesia,, ,
Cotesia urabae,Hymenoptera,Braconidae,Cotesia,, ,
Cotesia urabae,Hymenoptera,Braconidae,Cotesia,, ,
Cotesia urabae,Hymenoptera,Braconidae,Cotesia,, ,
Dendrosoter sulcatus,Hymenoptera,Braconidae,Dendrosoter,131.4,16.5,
Dendrosoter sulcatus,Hymenoptera,Braconidae,Dendrosoter,114.2,16.5,
Diaeretiella rapae,Hymenoptera,Braconidae,Diaeretiella,258.6,3.4,
Diaeretiella rapae,Hymenoptera,Braconidae,Diaeretiella,311.2,3,
Diaeretiella rapae,Hymenoptera,Braconidae,Diaeretiella,293.4,2.1,
Diaeretiella rapae,Hymenoptera,Braconidae,Diaeretiella,292.29,3.56,30
Diaeretiella rapae,Hymenoptera,Braconidae,Diaeretiella,241,3.5,
Diaeretiella rapae,Hymenoptera,Braconidae,Diaeretiella,116,4.9,
Diaeretiella rapae,Hymenoptera,Braconidae,Diaeretiella,188,6.5,
Diaeretiella rapae,Hymenoptera,Braconidae,Diaeretiella,97,7,
Diaeretiella rapae,Hymenoptera,Braconidae,Diaeretiella,, ,
Diaeretiella rapae,Hymenoptera,Braconidae,Diaeretiella,712.5,-23.18,
Diachasmimorpha tryoni,Hymenoptera,Braconidae,Diachasmimorpha,322.6,9.19,
Dolichogenidea eucalypti,Hymenoptera,Braconidae,Dolichogenidea,, ,
Ephedrus plagiator,Hymenoptera,Braconidae,Ephedrus,,,
Glyptapanteles muesebecki,Hymenoptera,Braconidae,Glyptapanteles,397.4,9.7,
Chelonus blackburni,Hymenoptera,Braconidae,Chelonus,397.9,12.6,
Chelonus inanitus,Hymenoptera,Braconidae,Chelonus,281.8,16,
Chelonus inanitus,Hymenoptera,Braconidae,Chelonus,267.2,16.1,
Chelonus sp. nr. curvimaculatus,Hymenoptera,Braconidae,Chelonus,437.07,9.46,
Chelonus sp. nr. curvimaculatus,Hymenoptera,Braconidae,Chelonus,441.93,10.03,
Chelonus sp. nr. curvimaculatus,Hymenoptera,Braconidae,Chelonus,412.37,10.65,
Chelonus sp. nr. curvimaculatus,Hymenoptera,Braconidae,Chelonus,432.04,10.65,
Chelonus sp. nr. curvimaculatus,Hymenoptera,Braconidae,Chelonus,442.33,10.96,
Chelonus sp. nr. curvimaculatus,Hymenoptera,Braconidae,Chelonus,414.27,11.45,
Lysiphlebia mirzai,Hymenoptera,Braconidae,Lysiphlebia,181.2,6.2,
Lysiphlebia mirzai,Hymenoptera,Braconidae,Lysiphlebia,339.93,3.02,
Lysiphlebus japonica,Hymenoptera,Braconidae,Lysiphlebus,223.46,2.9,
Lysiphlebus japonica,Hymenoptera,Braconidae,Lysiphlebus,267.01,0.28,
Lysiphlebus japonica,Hymenoptera,Braconidae,Lysiphlebus,270.39,0.6,
Lysiphlebus testaceipes,Hymenoptera,Braconidae,Lysiphlebus,176.08,6.4,
Lysiphlebus testaceipes,Hymenoptera,Braconidae,Lysiphlebus,192.3,6.15,
Lysiphlebus testaceipes,Hymenoptera,Braconidae,Lysiphlebus,218.31,7.29,
Lysiphlebus testaceipes,Hymenoptera,Braconidae,Lysiphlebus,216.9,7.31,
Lysiphlebus testaceipes,Hymenoptera,Braconidae,Lysiphlebus,28.8,7.72,
Lysiphlebus testaceipes,Hymenoptera,Braconidae,Lysiphlebus,156.58,10.79,
Lysiphlebus testaceipes,Hymenoptera,Braconidae,Lysiphlebus,155.42,10.9,
Lysiphlebus testaceipes,Hymenoptera,Braconidae,Lysiphlebus,155.36,10.93,
Meteorus communis,Hymenoptera,Braconidae,Meteorus,274,9.5,
Meteorus gyrator,Hymenoptera,Braconidae,Meteorus,350.83,5.86,
Meteorus gyrator,Hymenoptera,Braconidae,Meteorus,372.44,5.87,
Meteorus trachynotus,Hymenoptera,Braconidae,Meteorus,,5.9,
Microctonus aethiopoides,Hymenoptera,Braconidae,Microctonus,,,
Microctonus hyperodae,Hymenoptera,Braconidae,Microctonus,,10.2,
Microgaster tibialis,Hymenoptera,Braconidae,Microgaster,, ,
Microplitis mediator,Hymenoptera,Braconidae,Microplitis,251.3,10.3,
Microplitis rufiventris,Hymenoptera,Braconidae,Microplitis,200.7,10.2,
Microplitis rufiventris,Hymenoptera,Braconidae,Microplitis,210,10.5,
Opius concolor,Hymenoptera,Braconidae,Opius,252.01,11.33,
Opius concolor,Hymenoptera,Braconidae,Opius,255.95,11.68,
Opius concolor,Hymenoptera,Braconidae,Opius,258.43,11.81,
Opius concolor,Hymenoptera,Braconidae,Opius,226.73,12.13,
Opius concolor,Hymenoptera,Braconidae,Opius,245.69,12.18,
Opius concolor,Hymenoptera,Braconidae,Opius,239.24,12.18,
Perilitus coccinellae,Hymenoptera,Braconidae,Perilitus,395,9.83,
Perilitus coccinellae,Hymenoptera,Braconidae,Perilitus,328,12.7,
Peristenus stygicus,Hymenoptera,Braconidae,Peristenus,515.6,4.7,
Peristenus stygicus,Hymenoptera,Braconidae,Peristenus,497.8,5,
Pholester ornigis,Hymenoptera,Braconidae,Pholester,, ,
Pholester ornigis,Hymenoptera,Braconidae,Pholester,322.6,9.5,
Pholester ornigis,Hymenoptera,Braconidae,Pholester,333.3,9.2,
Praon pequodorum,Hymenoptera,Braconidae,Praon,199,6.9,
Praon pequodorum,Hymenoptera,Braconidae,Praon,199.7,7,
Psyttalia fletcheri,Hymenoptera,Braconidae,Psyttalia,231.44,11.02,
Pygostolus falcatus,Hymenoptera,Braconidae,Pygostolus,363,7.9,
Rhaconotus roslinensis,Hymenoptera,Braconidae,Rhaconotus,263.2,14.4,
Spathius pallidus,Hymenoptera,Braconidae,Spathius,191.9,13.1,
Spathius pallidus,Hymenoptera,Braconidae,Spathius,206.1,13.1,
Trichopria atrichomelinae,Hymenoptera,Diapriidae,Trichopria,340.4,10.5,
Trichopria popei,Hymenoptera,Diapriidae,Trichopria,340.9,8.2,
Diprion pallipes,Hymenoptera,Diprionidae,Diprion,,,
Diprion pallipes,Hymenoptera,Diprionidae,Diprion,,,
Diprion pallipes,Hymenoptera,Diprionidae,Diprion,,,
Diprion pallipes,Hymenoptera,Diprionidae,Diprion,,,
Diprion pini,Hymenoptera,Diprionidae,Diprion,,,
Neodiprion fulviceps,Hymenoptera,Diprionidae,Neodiprion,,,
Neodiprion fulviceps,Hymenoptera,Diprionidae,Neodiprion,,,
Haplogonatopus apicalis,Hymenoptera,Dryinidae,Haplogonatopus,286,13,
Pseudogonatopus fulgori,Hymenoptera,Dryinidae,Pseudogonatopus,264.6,13.85,
Acerophagus coccois,Hymenoptera,Encyrtidae,Acerophagus,192.3,14.7,
Anagyrus pseudococci,Hymenoptera,Encyrtidae,Anagyrus,193.6,12.8,
Anagyrus pseudococci,Hymenoptera,Encyrtidae,Anagyrus,172,13.6,
Anagyrus subalbipes,Hymenoptera,Encyrtidae,Anagyrus,245.5,12.1,
Anagyrus subalbipes,Hymenoptera,Encyrtidae,Anagyrus,234.2,13,
Blastothrix sp.,Hymenoptera,Encyrtidae,Blastothrix,,3.3,
Copidosoma kochleri,Hymenoptera,Encyrtidae,Copidosoma,563.4,9.8,
Copidosoma kochleri,Hymenoptera,Encyrtidae,Copidosoma,504.3,10.7,
Copidosoma truncatellum,Hymenoptera,Encyrtidae,Copidosoma,410,11.6,
Encyrtus fuscus,Hymenoptera,Encyrtidae,Encyrtus,,8.3,
Epidinocarsis diversicornis,Hymenoptera,Encyrtidae,Epidinocarsis,268.3,11.5,
Leptomastidea abnormis,Hymenoptera,Encyrtidae,Leptomastidea,374,10.3,
Leptomastidea abnormis,Hymenoptera,Encyrtidae,Leptomastidea,343.8,11.1,
Leptomastix dactylopii,Hymenoptera,Encyrtidae,Leptomastix,205.7,13.2,
Leptomastix dactylopii,Hymenoptera,Encyrtidae,Leptomastix,190.3,13.7,
Metaphycus bartletti,Hymenoptera,Encyrtidae,Metaphycus,317.4,11.6,
Metaphycus bartletti,Hymenoptera,Encyrtidae,Metaphycus,316.5,11.7,
Metaphycus helvolu,Hymenoptera,Encyrtidae,Metaphycus,198.2,12.45,
Metaphycus swirskii,Hymenoptera,Encyrtidae,Metaphycus,266.6,11,
Metaphycus swirskii,Hymenoptera,Encyrtidae,Metaphycus,254,11.5,
Oenocyrtus anasae,Hymenoptera,Encyrtidae,Oenocyrtus,240,13.2,
Oenocyrtus nezarae,Hymenoptera,Encyrtidae,Oenocyrtus,199.1,10.9,
Oenocyrtus nezarae,Hymenoptera,Encyrtidae,Oenocyrtus,182.6,12,
Oenocyrtus sp.,Hymenoptera,Encyrtidae,Oenocyrtus,258.9,12.9,
Gronotoma micromorpha,Hymenoptera,Eucoilidae,Gronotoma,333.3,11.7,
Leptopilina boulardi,Hymenoptera,Eucoilidae,Leptopilina,253.4,12.7,
Aprostocetus bruchophagi,Hymenoptera,Eulophidae,Aprostocetus,,12,
Ceranisus menes,Hymenoptera,Eulophidae,Ceranisus,302.98,12.56,
Ceranisus menes,Hymenoptera,Eulophidae,Ceranisus,386.3,10.05,
Cirrospilus sp. near lyncus,Hymenoptera,Eulophidae,Cirrospilus,185.83,8.45,
Cirrospilus sp. near lyncus,Hymenoptera,Eulophidae,Cirrospilus,178.54,8.98,
Cirrospilus vittatus,Hymenoptera,Eulophidae,Cirrospilus,275.1,8.2,38.2
Citrostichus phyllocnistoides,Hymenoptera,Eulophidae,Citrostichus,212,9.8,
Diglyphus intermedius,Hymenoptera,Eulophidae,Diglyphus,160.5,8.5,
Diglyphus isaea,Hymenoptera,Eulophidae,Diglyphus,161.8,9.2,
Diglyphus isaea,Hymenoptera,Eulophidae,Diglyphus,157.4,9.3,
Diglyphus isaea,Hymenoptera,Eulophidae,Diglyphus,165,9.3,
Diglyphus isaea,Hymenoptera,Eulophidae,Diglyphus,151.4,9.5,
Diglyphus isaea,Hymenoptera,Eulophidae,Diglyphus,183.1,11,
Diglyphus isaea,Hymenoptera,Eulophidae,Diglyphus,181.7,11.1,
Diglyphus isaea,Hymenoptera,Eulophidae,Diglyphus,165.7,7.9,
Diglyphus isaea,Hymenoptera,Eulophidae,Diglyphus,176.1,8.6,
Diglyphus isaea,Hymenoptera,Eulophidae,Diglyphus,159.2,8.8,
Diglyphus isaea,Hymenoptera,Eulophidae,Diglyphus,167.3,9,
Edovum puttleri,Hymenoptera,Eulophidae,Edovum,241.6,10,
Euplectrus melanocephalus,Hymenoptera,Eulophidae,Euplectrus,118.84,15.6,30
Hemiptarsenus zilahisebessi,Hymenoptera,Eulophidae,Hemiptarsenus,, ,
Hyssopus pallidus,Hymenoptera,Eulophidae,Hyssopus,210.6,10,
Chrysocharis parksii,Hymenoptera,Eulophidae,Chrysocharis,224.8,11.2,
Chrysocharis parksii,Hymenoptera,Eulophidae,Chrysocharis,207.8,12.1,
Oomyzus sokolowskii,Hymenoptera,Eulophidae,Oomyzus,211.8,11.6,
Oomyzus sokolowskii,Hymenoptera,Eulophidae,Oomyzus,350.45,5,
Sympiesis marylandensis,Hymenoptera,Eulophidae,Sympiesis,135.1,9.1,
Sympiesis marylandensis,Hymenoptera,Eulophidae,Sympiesis,158.7,8.3,
Tetrastichus gallerucae,Hymenoptera,Eulophidae,Tetrastichus,152,13.78,
Tetrastichus howardi,Hymenoptera,Eulophidae,Tetrastichus,384.61,8.8,33.78
Tetrastichus howardi,Hymenoptera,Eulophidae,Tetrastichus,239.8,12.81,33
Anastatus semiflavidus,Hymenoptera,Eupelmidae,Anastatus,625.4,10.3,
Anastatus semiflavidus,Hymenoptera,Eupelmidae,Anastatus,350,15.3,
Bruchophagus platypterus,Hymenoptera,Eurytomidae,Bruchophagus,,12.1,
Eurytoma amygdali,Hymenoptera,Eurytomidae,Eurytoma,,,
Solenopsis invicta,Hymenoptera,Formicidae,Solenopsis,347.2,18.3,
Nomia melanderi,Hymenoptera,Halictidae,Nomia,476.19,16.14,
Brachymeria lasus,Hymenoptera,Chalcididae,Brachymeria,202.4,12.3,
Brachymeria lasus,Hymenoptera,Chalcididae,Brachymeria,176,12.8,
Bathyplectes curculionis,Hymenoptera,Ichneumonidae,Bathyplectes,,6.1,
Campoletis sonorensis,Hymenoptera,Ichneumonidae,Campoletis,317.7,7.7,
Casinaria nigripes,Hymenoptera,Ichneumonidae,Casinaria,446.8,9,
Diadromus collaris,Hymenoptera,Ichneumonidae,Diadromus,225.1,7.4,
Exetastes cinctipes,Hymenoptera,Ichneumonidae,Exetastes,, ,
Glypta fumiferanae,Hymenoptera,Ichneumonidae,Glypta,,,
Glypta fumiferanae,Hymenoptera,Ichneumonidae,Glypta,,,
Hyposoter exigua,Hymenoptera,Ichneumonidae,Hyposoter,315.4,7,
Pimpla instigator,Hymenoptera,Ichneumonidae,Pimpla,377.1,7.2,
Pimpla instigator,Hymenoptera,Ichneumonidae,Pimpla,329.7,7.8,
Sinophorus turionus,Hymenoptera,Ichneumonidae,Sinophorus,, ,
Venturia canescens,Hymenoptera,Ichneumonidae,Venturia,, ,
Venturia canescens,Hymenoptera,Ichneumonidae,Venturia,334.57,11.84,
Venturia canescens,Hymenoptera,Ichneumonidae,Venturia,303.24,13.19,
Xanthopimpla stemmator,Hymenoptera,Ichneumonidae,Xanthopimpla,248.2,11.48,
Megachile pacifica,Hymenoptera,Megachilidae,Megachile,,,
Megachile pacifica,Hymenoptera,Megachilidae,Megachile,,,
Megachile rotundata,Hymenoptera,Megachilidae,Megachile,355.13,16.05,
Megachile rotundata,Hymenoptera,Megachilidae,Megachile,285.66,16.95,
Megachile rotundate,Hymenoptera,Megachilidae,Megachile,,,
Osmia lignaria,Hymenoptera,Megachilidae,Osmia,1507.86,5.91,
Osmia lignaria,Hymenoptera,Megachilidae,Osmia,1416.12,5.93,
Dendrocerus carpenteri,Hymenoptera,Megaspilidae,Dendrocerus,184.1,6.5,
Dendrocerus niger,Hymenoptera,Megaspilidae,Dendrocerus,187.9,6.7,
Dendrocerus niger,Hymenoptera,Megaspilidae,Dendrocerus,184,6.5,
Dendrocerus rufipennis,Hymenoptera,Megaspilidae,Dendrocerus,, ,
Anagrus epos,Hymenoptera,Mymaridae,Anagrus,244.5,7.2,
Anagrus flavipes,Hymenoptera,Mymaridae,Anagrus,155.6,8,
Anagrus giraulti,Hymenoptera,Mymaridae,Anagrus,195.8,10.2,
Anagrus giraulti,Hymenoptera,Mymaridae,Anagrus,194.6,10.3,
Anagrus incarnatus,Hymenoptera,Mymaridae,Anagrus,172.6,11,
Anagrus iole,Hymenoptera,Mymaridae,Anagrus,,9.6,
Patasson lameerei,Hymenoptera,Mymaridae,Patasson,241.4,5.6,
Patasson lameerei,Hymenoptera,Mymaridae,Patasson,269.5,5.6,
Allotropa citri,Hymenoptera,Platygastridae,Allotropa,516.25,10.1,
Allotropa citri,Hymenoptera,Platygastridae,Allotropa,511.05,10.14,
Allotropa citri,Hymenoptera,Platygastridae,Allotropa,513.63,10.45,
Allotropa citri,Hymenoptera,Platygastridae,Allotropa,245.5,12.06,
Allotropa citri,Hymenoptera,Platygastridae,Allotropa,234.19,13,
Amitus fuscipennis,Hymenoptera,Platygastridae,Amitus,440.13,5.83,
Amitus fuscipennis,Hymenoptera,Platygastridae,Amitus,403.54,8.68,
Anisopteromalus calandrae,Hymenoptera,Pteromalidae,Anisopteromalus,155.8,15.7,
Anisopteromalus calandrae,Hymenoptera,Pteromalidae,Anisopteromalus,154.9,16.2,
Anisopteromalus calandrae,Hymenoptera,Pteromalidae,Anisopteromalus,133.7,16.5,
Anisopteromalus calandrae,Hymenoptera,Pteromalidae,Anisopteromalus,137.5,16.8,
Anisopteromalus calandrae,Hymenoptera,Pteromalidae,Anisopteromalus,233.3,13.9,
Asaphes lucens,Hymenoptera,Pteromalidae,Asaphes,233.7,8.2,
Asaphes lucens,Hymenoptera,Pteromalidae,Asaphes,233,8.1,
Catolaccus grandis,Hymenoptera,Pteromalidae,Catolaccus,192.3,11.8,
Catolaccus grandis,Hymenoptera,Pteromalidae,Catolaccus,203.5,10.9,
Catolaccus grandis,Hymenoptera,Pteromalidae,Catolaccus,229.9,11.5,
Catolaccus grandis,Hymenoptera,Pteromalidae,Catolaccus,, ,
Dinotiscus dendroctoni,Hymenoptera,Pteromalidae,Dinotiscus,267.8,11.3,
Dinotiscus dendroctoni,Hymenoptera,Pteromalidae,Dinotiscus,244.1,11.5,
Eunotus lividus,Hymenoptera,Pteromalidae,Eunotus,,10.6,
Mesopolobus bruchophagi,Hymenoptera,Pteromalidae,Mesopolobus,,15.4,
Muscidifurax raptor,Hymenoptera,Pteromalidae,Muscidifurax,303.4,10.39,
Muscidifurax raptor,Hymenoptera,Pteromalidae,Muscidifurax,,11.1,
Muscidifurax raptor,Hymenoptera,Pteromalidae,Muscidifurax,270.36,9.39,
Muscidifurax raptor,Hymenoptera,Pteromalidae,Muscidifurax,287.92,9.77,
Muscidifurax raptor,Hymenoptera,Pteromalidae,Muscidifurax,242.18,9.82,
Muscidifurax raptor,Hymenoptera,Pteromalidae,Muscidifurax,267.22,10.2,
Muscidifurax raptorellus,Hymenoptera,Pteromalidae,Muscidifurax,281.61,9.83,
Muscidifurax raptorellus,Hymenoptera,Pteromalidae,Muscidifurax,264.7,9.97,
Muscidifurax raptorellus,Hymenoptera,Pteromalidae,Muscidifurax,221.89,11.41,
Muscidifurax raptorellus,Hymenoptera,Pteromalidae,Muscidifurax,227.81,11.57,
Muscidifurax zaraptor,Hymenoptera,Pteromalidae,Muscidifurax,243.62,11.82,
Muscidifurax zaraptor,Hymenoptera,Pteromalidae,Muscidifurax,270.03,11.92,
Muscidifurax zaraptor,Hymenoptera,Pteromalidae,Muscidifurax,222.8,12.02,
Muscidifurax zaraptor,Hymenoptera,Pteromalidae,Muscidifurax,239.11,12.51,
Nasomia vitripennis,Hymenoptera,Pteromalidae,Nasomia,227.64,9.78,
Neocatolaccus mamezophagus,Hymenoptera,Pteromalidae,Neocatolaccus,233.3,13.9,
Pteromalus puparum,Hymenoptera,Pteromalidae,Pteromalus,, ,
Pteromalus puparum,Hymenoptera,Pteromalidae,Pteromalus,, ,
Pteromalus venustus,Hymenoptera,Pteromalidae,Pteromalus,281.1,6.6,
Scutellista cyanea,Hymenoptera,Pteromalidae,Scutellista,264,15.7,
Spalangia cameroni,Hymenoptera,Pteromalidae,Spalangia,,12.86,
Spalangia endius,Hymenoptera,Pteromalidae,Spalangia,266,14.4,
Spalangia gemina,Hymenoptera,Pteromalidae,Spalangia,,13.01,
Trichomalopsis sarcophagae,Hymenoptera,Pteromalidae,Trichomalopsis,197.12,12.61,
Trichomalopsis sarcophagae,Hymenoptera,Pteromalidae,Trichomalopsis,196.48,12.63,
Urolepis rufipes,Hymenoptera,Pteromalidae,Urolepis,216,11.5,
Urolepis rufipes,Hymenoptera,Pteromalidae,Urolepis,171.4,11.7,
Urolepis rufipes,Hymenoptera,Pteromalidae,Urolepis,147.9,12.5,
Urolepis rufipes,Hymenoptera,Pteromalidae,Urolepis,185.6,12.7,
Urolepis rufipes,Hymenoptera,Pteromalidae,Urolepis,117.8,15.9,
Urolepis rufipes,Hymenoptera,Pteromalidae,Urolepis,108,16,
Urolepis rufipes,Hymenoptera,Pteromalidae,Urolepis,152.6,14.2,
Urolepis rufipes,Hymenoptera,Pteromalidae,Urolepis,135,14.6,
Urolepis rufipes,Hymenoptera,Pteromalidae,Urolepis,117.8,15.9,
Urolepis rufipes,Hymenoptera,Pteromalidae,Urolepis,108,16,
Acanthomia tomentosicollis,Hymenoptera,Scelionidae,Acanthomia,276.7,13.6,
Telenomus chloropus,Hymenoptera,Scelionidae,Telenomus,212.3,12.1,
Telenomus chrysopae,Hymenoptera,Scelionidae,Telenomus,137.9,11.5,
Telenomus chrysopae,Hymenoptera,Scelionidae,Telenomus,126.4,12.1,
Telenomus lobatus,Hymenoptera,Scelionidae,Telenomus,161.3,11.9,
Telenomus podisi,Hymenoptera,Scelionidae,Telenomus,205.3,11.1,
Telenomus podisi,Hymenoptera,Scelionidae,Telenomus,169.1,12.9,
Telenomus podisi,Hymenoptera,Scelionidae,Telenomus,138.1,13.9,
Telenomus podisi,Hymenoptera,Scelionidae,Telenomus,167,13.15,
